Loss,Accuracy,Recall,Precision,AUC
0.027156604453921318,0.9905059933662415,0.9824731945991516,0.9967893362045288,0.9996546506881714
0.4396684467792511,0.8878963589668274,0.8326848149299622,0.9155080318450928,0.942524254322052
